permutation,max_abs_partial_r
121,0.07804759154174282
122,0.07882397379769215
123,0.04511127652736205
124,0.03501851038116118
125,0.07489404752045326
126,0.016620339234399654
127,0.07807943613578805
128,0.07699305121208129
129,0.08754936378191822
130,0.038334288781987164
131,0.04590980458351308
132,0.021667315936020688
133,0.03365511451935065
134,0.0014907078270657668
135,0.07713886958464071
136,0.012799922241603345
137,0.06502164441489705
138,0.03290306167982912
139,0.01725017149048499
140,0.04278635545989356
141,0.0881560680483357
142,0.04540157064958397
143,0.060171190738098984
144,0.09552707069221086
145,0.053291590948470816
146,0.056677536810961666
147,0.06176236937934113
148,0.059755303897503276
149,0.03797434975437472
150,0.06605744708728449
151,0.023503043908759343
152,0.07199768808534328
153,0.014918338768650206
154,0.05900394217086974
155,0.044706648212804304
156,0.09668669523859356
157,0.08778394339643415
158,0.03878130044106564
159,0.08349810700231582
160,0.020156224697528893
161,0.05324397738045551
162,0.022734330380852277
163,0.025589185427198055
164,0.13710273512262078
165,0.06982773079919807
166,0.05607162526258589
167,0.0558917883889069
168,0.009214627986542
169,0.04610132199734532
170,0.07045200433787799
171,0.051346757766786426
172,0.08127618158770344
173,0.03694885069015635
174,0.034543904258869815
175,0.05233285663489456
176,0.11747961993458557
177,0.025579262256911497
178,0.10246605412358531
179,0.12674433496821247
180,0.029575814442851782
181,0.028870941812088657
182,0.061159444434163816
183,0.12081693390861986
184,0.07874373503309476
185,0.037705177730939045
186,0.050747597302182305
187,0.03339679453466516
188,0.050181436093975455
189,0.06527913982402321
190,0.12006189571068267
191,0.061427132376986084
192,0.0314346126460998
193,0.0699958140857879
194,0.06742958630315345
195,0.029200951811298663
196,0.025665107021476882
197,0.021123391433365075
198,0.027100071580096342
199,0.03115653396473654
200,0.05412612445014116
201,0.053539158308942236
202,0.04618157054905417
203,0.017241160494183186
204,0.09727893497954657
205,0.042422378784186754
206,0.02128249705320759
207,0.027299665821266327
208,0.010569906229783765
209,0.050038279755580006
210,0.06384723427907364
211,0.033558402178356775
212,0.04371848977068154
213,0.10433932816702411
214,0.06053129054778722
215,0.07559209202129333
216,0.08000370658298436
217,0.06527678166582099
218,0.03271269348140043
219,0.07343134574580179
220,0.0221239403186796
221,0.0735525097118728
222,0.04405737669737797
223,0.051562513585961436
224,0.033438617117513676
225,0.10066894326005585
226,0.017805808957007625
227,0.021898765129356113
228,0.03399614020694509
229,0.057200552998430014
230,0.04929252127344297
231,0.05440071413438233
232,0.048084957133352035
233,0.041135140747487524
234,0.01990148859841073
235,0.06623106076833542
236,0.03488964086580592
237,0.04801763987326324
238,0.06449566491521318
239,0.02415303267874828
240,0.07044874256000906
241,0.02918326253644137
242,0.058751479559083684
243,0.007516189468914877
244,0.04325951753809459
245,0.05625127125430384
246,0.021608512296320815
247,0.12220549921498561
248,0.06740833507919596
249,0.06984235698460688
250,0.012127494178809602
251,0.05902428075267191
252,0.0423316976355268
253,0.05580558391213999
254,0.027427688364650774
255,0.026126883126655374
256,0.0733130861854869
257,0.021247913002779388
258,0.015053139744501301
259,0.04202121451802895
260,0.08805405042494668
261,0.02589421388190878
262,0.026832928329656853
263,0.031112289941905177
264,0.014850500901533831
265,0.07138930457903883
266,0.08426995301090515
267,0.03891659865854444
268,0.05893234883599545
269,0.05213385277004375
270,0.01812504686714857
271,0.024282576550620685
272,0.05479272143383834
273,0.039241162871459866
274,0.06606490544196844
275,0.01045810913909491
276,0.051380045443041415
277,0.04626878526802344
278,0.023561769315400015
279,0.036416068648826676
280,0.0385164779601069
281,0.021725152428560886
282,0.031168809878436076
283,0.03500825978729101
284,0.08933050410325641
285,0.008279745025003664
286,0.125191657972584
287,0.12333799801716851
288,0.03018953998306409
289,0.04546667344577911
290,0.09699563639591174
291,0.02524969399366583
292,0.08045404807601485
293,0.040152022636652365
294,0.06248886177120591
295,0.0457407311229254
296,0.016883478783288934
297,0.06272334302342979
298,0.05330708569355155
299,0.010037985142939907
300,0.035475345420161
301,0.04095653509153995
302,0.06690424636410022
303,0.0657833891935108
304,0.015401142439711286
305,0.12013922851129852
306,0.021452335478564146
307,0.05353418497950236
308,0.04373723035783422
309,0.05269060799307947
310,0.04447975346546373
311,0.047344032487459234
312,0.05359377208775591
313,0.027207396844474385
314,0.0296601817988682
315,0.024128725421071022
316,0.037085941364953634
317,0.017701986199223425
318,0.035982705385375326
319,0.024165031837468254
320,0.03165420255442813
321,0.0678828594575636
322,0.04994471297595076
323,0.023405474393302865
324,0.0400675646495553
325,0.04143477473546778
326,0.019857089916789424
327,0.08006016587978854
328,0.025870960710261785
329,0.04458322719389498
330,0.028942729476240447
331,0.07659646720842991
332,0.024308486527025136
333,0.10797268154377467
334,0.08640999562262226
335,0.0866628549725175
336,0.029651921200750574
337,0.08359313948915877
338,0.010847402966150332
339,0.06983758291798296
340,0.019755462066790404
341,0.03860072839279746
342,0.07124871653006704
343,0.05474155027812422
344,0.06375199184724678
345,0.02179019451665849
346,0.01794217529634609
347,0.05560174240912733
348,0.07508492997930527
349,0.03461385327006143
350,0.12665656093152358
351,0.046985599484671736
352,0.03377075173841882
353,0.07702602624154271
354,0.08765730207179866
355,0.06624761272686902
356,0.096782330490395
357,0.09902035027818254
358,0.024829642974329644
359,0.005995485129872861
360,0.013613165048034353
361,0.044368614441980356
362,0.03281322561794905
363,0.026824576379422496
364,0.02977474288053027
365,0.018849919583291654
366,0.04582011941383738
367,0.04899497031796494
368,0.019399427589195762
369,0.014166724294636276
370,0.0731623048210293
371,0.059369919219195655
372,0.02545790067158039
373,0.024664639658085206
374,0.043205866074998656
375,0.004915322039767028
376,0.08246152491808263
377,0.05710723483253579
378,0.040357567457792405
379,0.039877185570821046
380,0.019554492602948725
381,0.055842218403712486
382,0.07059059933196626
383,0.04967221777713908
384,0.06358020804199581
385,0.0945546472714409
386,0.050860964406797944
387,0.03853171213756888
388,0.06057128895559677
389,0.02159604212619561
390,0.03785090506587116
391,0.021734381781782657
392,0.040422783204789266
393,0.01100408963071699
394,0.026550794707254747
395,0.05151939662649106
396,0.04127356978194368
397,0.08438292407527848
398,0.012066247695701148
399,0.06285342878000443
400,0.04361840742557972
401,0.032876161060806076
402,0.0062337081748049805
403,0.09736301431678526
404,0.08457399199800118
405,0.04693319388546722
406,0.09553449966670859
407,0.036976145601932055
408,0.005820402134083861
409,0.015400831139286664
410,0.05835609789463421
411,0.07453172872994498
412,0.0612149748436926
413,0.03470449120267338
414,0.07239899539135512
415,0.01717952220240976
416,0.03740860254612395
417,0.06223510530918829
418,0.038558536311044105
419,0.045273565986701333
420,0.05965056989684856
421,0.023544789115673332
422,0.08433528488416944
423,0.037437391257613015
424,0.023622224836065485
425,0.03549897457589838
426,0.04942840210514491
427,0.09576391160144208
428,0.08780722322140729
429,0.0061638338426279835
430,0.07404524331054893
431,0.025657926522386732
432,0.025898230268097566
433,0.037171168424306414
434,0.0152702590811641
435,0.06169445807687774
436,0.04121105765704679
437,0.10316375095234555
438,0.08440730496133718
439,0.016906251764532334
440,0.017117592926085085
441,0.043423371032708165
442,0.06827985463770804
443,0.011459618082379731
444,0.013883233417679827
445,0.028836691593347712
446,0.023799841032307197
447,0.07116446423195001
448,0.040766347050011455
449,0.019330656698113544
450,0.026540231492415276
451,0.04180259741502414
452,0.06108594973740379
453,0.13022822709808002
454,0.0782831913416014
455,0.05234519414072535
456,0.1175800868768974
457,0.08037782674177006
458,0.01144715948447186
459,0.01748794522860344
460,0.02588057983041687
461,0.07888521637880175
462,0.02203402810358564
463,0.03218094048432789
464,0.057178927471364625
465,0.015192326501533158
466,0.03187444129994178
467,0.03448109104282025
468,0.08340295770421886
469,0.10229067799385241
470,0.08818112688504287
471,0.06139768024381215
472,0.06959712664859687
473,0.018433184283675706
474,0.01807182107658434
475,0.026091235186005472
476,0.012030879492203935
477,0.07762935834494054
478,0.021457270943594182
479,0.06896089217598533
480,0.11437334660182505
481,0.04472139497570338
482,0.052211664991441774
483,0.027317047835112362
484,0.023537192914684795
485,0.03700224334522483
486,0.055739963495857414
487,0.030014221413805376
488,0.053349247959285834
489,0.04675595106153446
490,0.01824743023405203
491,0.05632282570764692
492,0.047833590446274395
493,0.09505079011939958
494,0.0763429289737133
495,0.049294639335921396
496,0.040284859396284484
497,0.040657760078302005
498,0.0641632627081504
499,0.05800136657667673
500,0.03545534342365386
501,0.054291397720589184
502,0.029454933460499422
503,0.03508416182089467
504,0.07548399712301859
505,0.029630986860717787
506,0.025141698688894917
507,0.06624080232382175
508,0.04700644506097958
509,0.019389163813286554
510,0.06019241876776985
511,0.08302463201139758
512,0.013243797789952787
513,0.09825322322725893
514,0.01189251136097271
515,0.0786508283997946
516,0.07488422316409843
517,0.029928621235137037
518,0.04933107370567345
519,0.02701458209118975
520,0.03982272625996792
521,0.12035388951069743
522,0.024780328614531128
523,0.023601950067450295
524,0.026746117983495472
525,0.02814467856106722
526,0.03964262260877968
527,0.0011905882514175112
528,0.03980032312519262
529,0.046999849200462476
530,0.05298748087580003
531,0.0414054203876813
532,0.007430173014560628
533,0.10755597723309294
534,0.046047428143760526
535,0.062475353497230914
536,0.10838242085285468
537,0.032084424344938585
538,0.09267039678652386
539,0.06983032490467847
540,0.058592410128383864
541,0.06524712950023887
542,0.04283293225235725
543,0.07210013383983219
544,0.02278108694195472
545,0.01817063561966551
546,0.060448745075227496
547,0.023034542971159873
548,0.06978261138354473
549,0.04675084194953025
550,0.09726958862430767
551,0.02893722493281544
552,0.02890569014926628
553,0.037777973066227884
554,0.08752633418943315
555,0.019251430943314895
556,0.011203255347137378
557,0.07609497966830385
558,0.01704348206211302
559,0.07050287471410872
560,0.04486396533785491
561,0.00798565636509225
562,0.046517288299224406
563,0.054596459232449414
564,0.03178878773215901
565,0.05721614013448402
566,0.01961470459728619
567,0.015126338395248828
568,0.06954896905820258
569,0.03488419767552434
570,0.01557442090336291
571,0.06271518660320387
572,0.09967179828582137
573,0.03688167650459382
574,0.0325628669626035
575,0.03970050487517715
576,0.0423663809884647
577,0.019348811059538132
578,0.027054798982609235
579,0.03666790343608074
580,0.054722227086140315
581,0.03706770056945369
582,0.043133134971530034
583,0.03837245818039524
584,0.05414207192688427
585,0.0372763171457589
586,0.05232613331904087
587,0.0327850769008939
588,0.08331524300625524
589,0.04333453660668097
590,0.0637076167851264
591,0.05546114930937888
592,0.04290568528547182
593,0.015569176084974514
594,0.03700120780557806
595,0.09311028881304435
596,0.0808067343078744
597,0.05762512912296614
598,0.03791266602912364
599,0.059025295346123295
600,0.03186898181466444
601,0.06565561382437862
602,0.05743381156266029
603,0.05363775136127409
604,0.04693977684181674
605,0.07965227723661192
606,0.05378345776183003
607,0.09007027060717857
608,0.03513260703438047
609,0.06024271576969191
610,0.04731025628808476
611,0.01929910300366363
612,0.024749576965248644
613,0.11263098998026017
614,0.03376546399171738
615,0.026563192732812633
616,0.11470752583850875
617,0.03577145783221735
618,0.012944541957460871
619,0.034288812908120435
620,0.03468019035651279
621,0.0449427713118361
622,0.036350812257343865
623,0.022102783369712945
624,0.02831151637941782
625,0.09883514117621219
626,0.0790298624319428
627,0.062301798152201805
628,0.040541483640775935
629,0.030102355455016466
630,0.0329156791330612
631,0.04190418596066897
632,0.029583490080806005
633,0.05987026592032385
634,0.045113977356900516
635,0.08733116613126507
636,0.048347477270305035
637,0.02615964115605528
638,0.054483840590384115
639,0.03920582381829131
640,0.017148209295556154
641,0.02570081758503775
642,0.014482887167400106
643,0.015260502440128264
644,0.044833288980665804
645,0.05682698733914418
646,0.07944008864866045
647,0.06038713389375062
648,0.029521185939598273
649,0.021826535862126527
650,0.10692096611463939
651,0.04346941113742408
652,0.03501958559485704
653,0.07723167865401909
654,0.03248506232722578
655,0.06392723953813018
656,0.019243331921404174
657,0.09554709877103242
658,0.060964006654807515
659,0.027857297660734935
660,0.004873269073641757
661,0.06720811589451445
662,0.04824611582659929
663,0.08657270459663736
664,0.06918913405083217
665,0.011922851782595943
666,0.052347994830976186
667,0.06868564083919691
668,0.040250623031302675
669,0.011870314242130888
670,0.07165530254495608
671,0.11550301768514257
672,0.03981510718409051
673,0.1046297559673893
674,0.026615635180705265
675,0.03394730402904303
676,0.09690989620424792
677,0.04662316407378764
678,0.06747179952262776
679,0.03849529439340671
680,0.039379536853543645
681,0.04022731674766056
682,0.036352213001071165
683,0.05336870855797523
684,0.051874423074917686
685,0.042269362432313544
686,0.04463599855874797
687,0.017222260089257483
688,0.061515432940591384
689,0.053341024368390805
690,0.05520187750330731
691,0.03614205478695871
692,0.01708014540970867
693,0.090602482092047
694,0.039043583212339625
695,0.03086622944795329
696,0.04154431422222481
697,0.06799621236748986
698,0.018233406357615237
699,0.009817643090769166
700,0.025350586289540677
701,0.05000489634080345
702,0.03185603081349054
703,0.06995674390325177
704,0.026778862941440967
705,0.1119271691622684
706,0.03891283300604131
707,0.022151671325885268
708,0.04197137105905089
709,0.01202170747784214
710,0.014046120580792392
711,0.05212748055998483
712,0.03187581330358762
713,0.0914093901446846
714,0.014587364364566095
715,0.008424238609148265
716,0.03223051571422963
717,0.059781393628369706
718,0.04896264290130202
719,0.04621155436281211
720,0.03500083459587532
721,0.016694626366942526
722,0.03722409750772856
723,0.029006000812632198
724,0.11401882884644597
725,0.07712953749311972
726,0.06653944956642306
727,0.07735265276080608
728,0.041121553858293705
729,0.09133967746194616
730,0.01855641496972182
731,0.09217210655139073
732,0.032376931489108994
733,0.011065154666563494
734,0.012167384815532823
735,0.03177873197643247
736,0.027860553146235638
737,0.06808605867013211
738,0.03537725459456186
739,0.024988455234911593
740,0.03957404558771013
741,0.06882791896661047
742,0.0967264180259794
743,0.020645816901816702
744,0.08264802070659248
745,0.03356577027967403
746,0.05554059663368017
747,0.04222800435605953
748,0.09007103657154918
749,0.06535409632200147
750,0.04253196502065925
751,0.05180515867161955
752,0.03744788754579561
753,0.07748055872043617
754,0.030773881413458853
755,0.02940390453652477
756,0.012396879193257918
757,0.012623248855048983
758,0.07151995291874992
759,0.0801333575145819
760,0.05711527710250326
761,0.09035533701374529
762,0.0825463258697529
763,0.05215320272780166
764,0.06839314806191878
765,0.04211317986350835
766,0.021532868766833798
767,0.06881097937720229
768,0.017790104674787935
769,0.03749358234015501
770,0.04269461039167699
771,0.01500429287345636
772,0.021170205393543823
773,0.025948383017741477
774,0.05735203126340482
775,0.024902900105298817
776,0.12223256067145008
777,0.043004309406546024
778,0.03340359381274579
779,0.028045538184232208
780,0.013168785625516096
781,0.03862504986435978
782,0.06241098542982796
783,0.06775634430442704
784,0.02522691881347779
785,0.08914457640270677
786,0.05436058020589637
787,0.053782767322395925
788,0.031197946921804318
789,0.05988975641889395
790,0.07408325796500265
791,0.04130327651708937
792,0.12006836744096838
793,0.016294327560506274
794,0.08342852079024796
795,0.056319425183081084
796,0.05853121752643862
797,0.05726884538582376
798,0.03368388725465203
799,0.04428632116934846
800,0.0097039426215164
801,0.049812418510829605
802,0.027135179676358506
803,0.07042496083636202
804,0.04106199596095224
805,0.010106412418219161
806,0.057424392273838124
807,0.08636768619811414
808,0.03385654662091523
809,0.08590770796899336
810,0.05353521622022763
811,0.03883568801134519
812,0.05703438914063162
813,0.045168463888736556
814,0.0426707323879554
815,0.029302261942382588
816,0.04289370263951535
817,0.026364617424661656
818,0.04158308392168567
819,0.049234406369515385
820,0.053000562557219154
821,0.02526235588062187
822,0.07684076874890249
823,0.035386738914469286
824,0.06461107060646101
825,0.027102239747499295
826,0.07383114038095866
827,0.004827460518046993
828,0.08518918605839364
829,0.046387034704654995
830,0.027135714999708023
831,0.07246032624750307
832,0.05414454487454266
833,0.03814337544924344
834,0.0506071965469329
835,0.03017364596024601
836,0.018697439090073674
837,0.08064688307563979
838,0.018158512039090382
839,0.12206223959613126
840,0.03913467275661956
841,0.007898827381778543
842,0.04671701288870733
843,0.04601507753954819
844,0.0308501765288339
845,0.018771803674246162
846,0.03430157775450361
847,0.05371995248026643
848,0.007104618858785564
849,0.048138074929253524
850,0.03824680451662147
851,0.03719830009789815
852,0.044126621235649845
853,0.0263170112898474
854,0.05551294541664652
855,0.0719164641886689
856,0.03830669913210087
857,0.04767940512567087
858,0.03255915205772863
859,0.05929458461254558
860,0.07016805860129426
861,0.07444324887614255
862,0.07017242573988133
863,0.020953454174489253
864,0.056574920303521084
865,0.08643429251523323
866,0.022062515288720587
867,0.05402820259383481
868,0.07850357984897205
869,0.07246502768610892
870,0.045851427719764255
871,0.0369797578670362
872,0.020510513756760676
873,0.028131928999272048
874,0.020082573313044104
875,0.044614599861596424
876,0.023883042202068397
877,0.0638837049140826
878,0.016212888706011393
879,0.06361548249223431
880,0.018913814392492578
881,0.06965206102315591
882,0.02859419242741577
883,0.01636835394918532
884,0.04415679967046938
885,0.049871082007469064
886,0.054829147350774744
887,0.11875496237977283
888,0.06848174718639313
889,0.0340965378285148
890,0.09299820013623643
891,0.058684557964035204
892,0.09994805964214087
893,0.0558830013319162
894,0.023015976862522814
895,0.07595831088545398
896,0.03613810772226986
897,0.017352573354858864
898,0.0540187291596313
899,0.03402855578797922
900,0.08423899788387611
901,0.040666747224145136
902,0.03777436993711838
903,0.04271402859186832
904,0.11585809694357871
905,0.03588261861631131
906,0.009497259119114598
907,0.0454856091974055
908,0.026281648958026302
909,0.09821780967923403
910,0.10019661131477127
911,0.06696720108756248
912,0.03427836831907604
913,0.04046457155743308
914,0.04060230113909539
915,0.05901657331163046
916,0.059346453983907387
917,0.03605713576493508
918,0.051234221855535556
919,0.024819538733438586
920,0.027855673705148184
921,0.09120863674989234
922,0.051148258514430604
923,0.009934426420395898
924,0.040625018095696415
925,0.0050477790161265225
926,0.024988103402679523
927,0.07243538056876739
928,0.05756592161148165
929,0.0116047498276776
930,0.029379971845682414
931,0.01792958561534542
932,0.0597505432067705
933,0.03953640668385752
934,0.09870251995623952
935,0.01930904669667816
936,0.036583609722056244
937,0.06010471956220838
938,0.04360794881788281
939,0.03903874583516257
940,0.055649871582501266
941,0.0625838700387819
942,0.044653816548871884
943,0.032302921731709226
944,0.03298140260786938
945,0.04462137935238961
946,0.027308915344871437
947,0.0855658457494973
948,0.05932902980131577
949,0.0020422010686212927
950,0.07399820541427604
951,0.08631773118657482
952,0.07415076994721932
953,0.023721616482244804
954,0.051177081909023876
955,0.016619000740060976
956,0.08696935576692451
957,0.061560211522723875
958,0.048303154609615914
959,0.015286617896870245
960,0.08813871177441002
961,0.09395206708614566
962,0.07400571707998636
963,0.07876526973943353
964,0.05872667171142816
965,0.06770410686537663
966,0.06341395876783361
967,0.041180318575071324
968,0.037018299830669996
969,0.0340657274928579
970,0.020695553232805284
971,0.12085838178589305
972,0.07693008654686191
973,0.02630329653919449
974,0.05535902535927327
975,0.07501832186912637
976,0.0243108597024605
977,0.060603031355215914
978,0.07100377423104379
979,0.04280853515720982
980,0.029380774479036535
981,0.04224279714894009
982,0.054056556463441964
983,0.042812763831975555
984,0.012382920247215148
985,0.03575161827917917
986,0.013469387705504435
987,0.03691613088411079
988,0.0916319822055039
989,0.07772849149453416
990,0.021705014610728456
991,0.03666543964054446
992,0.010987249987064733
993,0.021849641513459896
994,0.032617107329474315
995,0.00837002018583999
996,0.07809157058231037
997,0.01453720085284939
998,0.022921912747057935
999,0.09561444706948598
