control_set,permutation,max_abs_partial_r
level_controlled,153,0.09517756014242126
level_controlled,154,0.09859984720390301
level_controlled,155,0.11247976650242067
level_controlled,156,0.07772932252238363
level_controlled,157,0.1224027418250579
level_controlled,158,0.08869729353078742
level_controlled,159,0.07419080757720778
level_controlled,160,0.07960266510549417
level_controlled,161,0.1497976956705202
level_controlled,162,0.1094857693235972
level_controlled,163,0.09388755020939797
level_controlled,164,0.09316238647342212
level_controlled,165,0.07114530809874219
level_controlled,166,0.0949549170277957
level_controlled,167,0.07473354693495267
level_controlled,168,0.11917683037522266
level_controlled,169,0.09424299374893387
level_controlled,170,0.07346786727500626
level_controlled,171,0.08965890890791726
level_controlled,172,0.06438277511436273
level_controlled,173,0.09528672325055783
level_controlled,174,0.08993040713240927
level_controlled,175,0.12360923350438598
level_controlled,176,0.10678947534792396
level_controlled,177,0.10975852775411196
level_controlled,178,0.07981242280496621
level_controlled,179,0.0808528385849311
level_controlled,180,0.1006326667335151
level_controlled,181,0.09043491373776077
level_controlled,182,0.0755407258156861
level_controlled,183,0.11031670056052803
level_controlled,184,0.12182120722387649
level_controlled,185,0.15029322203908663
level_controlled,186,0.10996070380715658
level_controlled,187,0.0851186773780717
level_controlled,188,0.0844827762503154
level_controlled,189,0.09779756886092486
level_controlled,190,0.06737877070563573
level_controlled,191,0.132694519757477
level_controlled,192,0.096495371184067
level_controlled,193,0.08738563532986704
level_controlled,194,0.0950495042679633
level_controlled,195,0.12614913444831732
level_controlled,196,0.0732421402214251
level_controlled,197,0.09527505416515955
level_controlled,198,0.0842697983824995
level_controlled,199,0.07777114352868336
level_controlled,200,0.08804946145017285
level_controlled,201,0.06355066046002203
level_controlled,202,0.08862588763370673
level_controlled,203,0.11386704850665282
level_controlled,204,0.14850324707459733
level_controlled,205,0.12012459722676722
level_controlled,206,0.08032134247005122
level_controlled,207,0.14982649244073665
level_controlled,208,0.08619598037633089
level_controlled,209,0.13668221908597028
level_controlled,210,0.087701163852075
level_controlled,211,0.08906691532404613
level_controlled,212,0.09912745182546641
level_controlled,213,0.07129039004604902
level_controlled,214,0.0870622365995486
level_controlled,215,0.11034397763095524
level_controlled,216,0.11521088583237128
level_controlled,217,0.07866596476292946
level_controlled,218,0.09286979505360662
level_controlled,219,0.08077742057264287
level_controlled,220,0.06643699051111081
level_controlled,221,0.12185410999889375
level_controlled,222,0.08642519060307877
level_controlled,223,0.09957763380167725
level_controlled,224,0.08897236975059516
level_controlled,225,0.09774908973343996
level_controlled,226,0.08973465646570326
level_controlled,227,0.13445318891579508
level_controlled,228,0.09781609241425818
level_controlled,229,0.1047765534250205
level_controlled,230,0.07147571426610486
level_controlled,231,0.07867038494982964
level_controlled,232,0.09256161425180337
level_controlled,233,0.08619612071800895
level_controlled,234,0.06056620727122163
level_controlled,235,0.12489236868257632
level_controlled,236,0.07365148821642818
level_controlled,237,0.07408550581429942
level_controlled,238,0.11357608573465858
level_controlled,239,0.09005894000027397
level_controlled,240,0.1211868367869879
level_controlled,241,0.0999348458269022
level_controlled,242,0.09364598823350269
level_controlled,243,0.1010120467735745
level_controlled,244,0.07943395959061682
level_controlled,245,0.11321241953271029
level_controlled,246,0.11406932257632517
level_controlled,247,0.10634903955322315
level_controlled,248,0.1075883847671032
level_controlled,249,0.0750295145581181
level_controlled,250,0.11731581369128682
level_controlled,251,0.10515617687670727
level_controlled,252,0.11289810721671811
level_controlled,253,0.07487695349376837
level_controlled,254,0.05726333027263328
level_controlled,255,0.09317638400617133
level_controlled,256,0.055018972628927784
level_controlled,257,0.10633862491513472
level_controlled,258,0.0900440330368067
level_controlled,259,0.07805686058921717
level_controlled,260,0.09102148040198255
level_controlled,261,0.09311739336918701
level_controlled,262,0.10825829637890912
level_controlled,263,0.08665646406006537
level_controlled,264,0.11064612408393189
level_controlled,265,0.12276014541180486
level_controlled,266,0.12499658322871535
level_controlled,267,0.08222752557390288
level_controlled,268,0.11158834693307733
level_controlled,269,0.07744828186972878
level_controlled,270,0.08856875111665465
level_controlled,271,0.06776254723635086
level_controlled,272,0.08915242213472108
level_controlled,273,0.0980028322034111
level_controlled,274,0.14187313113677377
level_controlled,275,0.10617919515444435
level_controlled,276,0.08877993538771636
level_controlled,277,0.08509006699580673
level_controlled,278,0.07383399361137173
level_controlled,279,0.1011303048724657
level_controlled,280,0.06654464539986014
level_controlled,281,0.09732835359180189
level_controlled,282,0.12164292035717082
level_controlled,283,0.16164715507570954
level_controlled,284,0.10371621912650493
level_controlled,285,0.09720114499483855
level_controlled,286,0.08680672676896625
level_controlled,287,0.09762681649223709
level_controlled,288,0.09588040744870285
level_controlled,289,0.08178120161500121
level_controlled,290,0.10949100948961439
level_controlled,291,0.09729015778996272
level_controlled,292,0.11940649489504417
level_controlled,293,0.1264035504042383
level_controlled,294,0.09979404780832778
level_controlled,295,0.10256109765659002
level_controlled,296,0.09629044078514432
level_controlled,297,0.10995812075566824
level_controlled,298,0.07820178671492307
level_controlled,299,0.12547786958413054
level_controlled,300,0.1122183752616236
level_controlled,301,0.08708385301013635
level_controlled,302,0.1037378433543555
level_controlled,303,0.07101464113033724
level_controlled,304,0.07676697380650488
level_controlled,305,0.11996690328051629
level_controlled,306,0.11497357620065626
level_controlled,307,0.08620880848112965
level_controlled,308,0.10495473942064167
level_controlled,309,0.1313784210273729
level_controlled,310,0.07686503110646423
level_controlled,311,0.1251928861587037
level_controlled,312,0.09008973732646594
level_controlled,313,0.07999408072621426
level_controlled,314,0.10286684262043763
level_controlled,315,0.0919876559617634
level_controlled,316,0.15201294374298863
level_controlled,317,0.09355454184140358
level_controlled,318,0.07925211818774387
level_controlled,319,0.09445235249917124
level_controlled,320,0.11464425777642129
level_controlled,321,0.10342620258903419
level_controlled,322,0.0662337223069053
level_controlled,323,0.09086703664063314
level_controlled,324,0.07822613888745107
level_controlled,325,0.09412548767925887
level_controlled,326,0.08819123157794802
level_controlled,327,0.10159164505894504
level_controlled,328,0.10408673083405641
level_controlled,329,0.09938486946670581
level_controlled,330,0.10774968223319363
level_controlled,331,0.11901178956246367
level_controlled,332,0.09477054333992735
level_controlled,333,0.08063933618890226
level_controlled,334,0.11446505944219744
level_controlled,335,0.08438811774503133
level_controlled,336,0.09189824184085435
level_controlled,337,0.07828568039864821
level_controlled,338,0.0802069926351087
level_controlled,339,0.10583107061860497
level_controlled,340,0.06566563254752524
level_controlled,341,0.09991088556487905
level_controlled,342,0.12623084021533845
level_controlled,343,0.0838657320263975
level_controlled,344,0.08620384017153518
level_controlled,345,0.12142577544921733
level_controlled,346,0.11774563179486146
level_controlled,347,0.10307902595340042
level_controlled,348,0.12241153641259318
level_controlled,349,0.10933417640233807
level_controlled,350,0.1098042764321439
level_controlled,351,0.09795290007908224
level_controlled,352,0.06927281576438375
level_controlled,353,0.10647649740069867
level_controlled,354,0.14388173783040695
level_controlled,355,0.09489166810670265
level_controlled,356,0.0733659673292123
level_controlled,357,0.13494467869597349
level_controlled,358,0.07538866377893128
level_controlled,359,0.1154477348363343
level_controlled,360,0.09801678154653712
level_controlled,361,0.10501998166685574
level_controlled,362,0.07919645543751613
level_controlled,363,0.10457787519277895
level_controlled,364,0.12351313425455959
level_controlled,365,0.10451207778934514
level_controlled,366,0.08735950381980956
level_controlled,367,0.11582635356764018
level_controlled,368,0.06350519347199077
level_controlled,369,0.1000232455188146
level_controlled,370,0.10781635004974321
level_controlled,371,0.11564532262283943
level_controlled,372,0.07562201609663352
level_controlled,373,0.09622493013221048
level_controlled,374,0.0972861948432918
level_controlled,375,0.11850018734018299
level_controlled,376,0.10351688673333695
level_controlled,377,0.10086629093954956
level_controlled,378,0.06888127266980447
level_controlled,379,0.08519279171128182
level_controlled,380,0.06718891104974338
level_controlled,381,0.08104500397204642
level_controlled,382,0.09023913388990867
level_controlled,383,0.0855470741533228
level_controlled,384,0.07171566268659757
level_controlled,385,0.08984056233986702
level_controlled,386,0.15968564156878065
level_controlled,387,0.09760771020903763
level_controlled,388,0.10831844300284875
level_controlled,389,0.10525492688882326
level_controlled,390,0.08357623591683584
level_controlled,391,0.09479166597762205
level_controlled,392,0.11045712538834168
level_controlled,393,0.09392624480036116
level_controlled,394,0.10556395588337271
level_controlled,395,0.06625939122592592
level_controlled,396,0.07612968340492447
level_controlled,397,0.07259667063656966
level_controlled,398,0.12045114751874937
level_controlled,399,0.0743352361064808
level_controlled,400,0.11233832422621204
level_controlled,401,0.09814178189740363
level_controlled,402,0.06723176145886225
level_controlled,403,0.09400819377045798
level_controlled,404,0.08047872499649945
level_controlled,405,0.08723512688960904
level_controlled,406,0.13028456372003
level_controlled,407,0.09938146427679882
level_controlled,408,0.06382388952829776
level_controlled,409,0.11162791630083876
level_controlled,410,0.10323062453589708
level_controlled,411,0.0775413986016054
level_controlled,412,0.0916725892503308
level_controlled,413,0.08576662022809982
level_controlled,414,0.1442353525233479
level_controlled,415,0.11119233550340037
level_controlled,416,0.07832035932404074
level_controlled,417,0.1302530450660109
level_controlled,418,0.0847553018219607
level_controlled,419,0.07170561418414062
level_controlled,420,0.10347037057273863
level_controlled,421,0.09007353955197919
level_controlled,422,0.0748874754061955
level_controlled,423,0.09809386073840365
level_controlled,424,0.12469598864103147
level_controlled,425,0.07624348644017777
level_controlled,426,0.09601670628545128
level_controlled,427,0.08082965225106455
level_controlled,428,0.0947189238317494
level_controlled,429,0.14161566552943244
level_controlled,430,0.07423087646578404
level_controlled,431,0.1284590998870546
level_controlled,432,0.09371787991185947
level_controlled,433,0.09038206287312968
level_controlled,434,0.10468626427780453
level_controlled,435,0.09392787310588258
level_controlled,436,0.07394514129776329
level_controlled,437,0.09892891447265552
level_controlled,438,0.1437590819221581
level_controlled,439,0.11188937680395361
level_controlled,440,0.06409287107487767
level_controlled,441,0.09680352390508097
level_controlled,442,0.08558347808360343
level_controlled,443,0.07521359408790311
level_controlled,444,0.07462101041041437
level_controlled,445,0.09786643658443771
level_controlled,446,0.09844611847534576
level_controlled,447,0.09844699220926098
level_controlled,448,0.10864653586881692
level_controlled,449,0.12197059892322262
level_controlled,450,0.1020808362513277
level_controlled,451,0.11351748623549152
level_controlled,452,0.11429549369669985
level_controlled,453,0.0969066966528133
level_controlled,454,0.08696590301967766
level_controlled,455,0.13573328485992678
level_controlled,456,0.1119436583715921
level_controlled,457,0.10491359884174842
level_controlled,458,0.07364872135553793
level_controlled,459,0.08729967530857596
level_controlled,460,0.10089326809674876
level_controlled,461,0.09918989466956189
level_controlled,462,0.10799246548412723
level_controlled,463,0.09205173977817509
level_controlled,464,0.10268933753350117
level_controlled,465,0.09193068310636263
level_controlled,466,0.134084123957803
level_controlled,467,0.0943327625150535
level_controlled,468,0.09466089348494144
level_controlled,469,0.09449016496866755
level_controlled,470,0.1496447913064758
level_controlled,471,0.11830926698818149
level_controlled,472,0.08089769316755745
level_controlled,473,0.0803518174886395
level_controlled,474,0.10952038555674477
level_controlled,475,0.0828799130028126
level_controlled,476,0.07943299102262817
level_controlled,477,0.12127946532928786
level_controlled,478,0.10349266287775724
level_controlled,479,0.08232301926384152
level_controlled,480,0.07621291273643499
level_controlled,481,0.12382195349545595
level_controlled,482,0.09206144049102029
level_controlled,483,0.06977633981672322
level_controlled,484,0.11490824534226989
level_controlled,485,0.11698475988286093
level_controlled,486,0.07856038368919095
level_controlled,487,0.11438115754000551
level_controlled,488,0.08095268396696512
level_controlled,489,0.1045631297356617
level_controlled,490,0.09257995172972838
level_controlled,491,0.06358034067705957
level_controlled,492,0.08994377360248468
level_controlled,493,0.06660613192618778
level_controlled,494,0.08005170115620527
level_controlled,495,0.06703281870310812
level_controlled,496,0.11166464456374153
level_controlled,497,0.0712789887971276
level_controlled,498,0.1115487155074392
level_controlled,499,0.09913044471145667
level_variability_controlled,0,0.10918795018767447
level_variability_controlled,1,0.08780369206654738
level_variability_controlled,2,0.09634316433047474
level_variability_controlled,3,0.12901560224387779
level_variability_controlled,4,0.06829141138669156
level_variability_controlled,5,0.11726151639333911
level_variability_controlled,6,0.09888899011300702
level_variability_controlled,7,0.08538731162471692
level_variability_controlled,8,0.08907669565224192
level_variability_controlled,9,0.06433397307753884
level_variability_controlled,10,0.12651407949849663
level_variability_controlled,11,0.11447288782870071
level_variability_controlled,12,0.1120040549936884
level_variability_controlled,13,0.07613485011998057
level_variability_controlled,14,0.11439975826058585
level_variability_controlled,15,0.09134523207101185
level_variability_controlled,16,0.07719671053599274
level_variability_controlled,17,0.09652105080838069
level_variability_controlled,18,0.07658482084964259
level_variability_controlled,19,0.061055240419681765
level_variability_controlled,20,0.10116895987868861
level_variability_controlled,21,0.0956976294380142
level_variability_controlled,22,0.09673773943552959
level_variability_controlled,23,0.10496914880772083
level_variability_controlled,24,0.08648590549062606
level_variability_controlled,25,0.0689302572447048
level_variability_controlled,26,0.11608962837580682
level_variability_controlled,27,0.10473237296816475
level_variability_controlled,28,0.12466131556810268
level_variability_controlled,29,0.10522984364010701
level_variability_controlled,30,0.1031293843564523
level_variability_controlled,31,0.09946733269699076
level_variability_controlled,32,0.09975471107885062
level_variability_controlled,33,0.10112893784946479
level_variability_controlled,34,0.09735798172359321
level_variability_controlled,35,0.11134865258283783
level_variability_controlled,36,0.07937670090582004
level_variability_controlled,37,0.09989864760534078
level_variability_controlled,38,0.08748453434844189
level_variability_controlled,39,0.145043025816003
level_variability_controlled,40,0.0942513474773979
level_variability_controlled,41,0.07286582758938986
level_variability_controlled,42,0.12488588636636772
level_variability_controlled,43,0.1395374767025207
level_variability_controlled,44,0.08468786376080713
level_variability_controlled,45,0.13513851900269902
level_variability_controlled,46,0.089069080552738
level_variability_controlled,47,0.05647545208006311
level_variability_controlled,48,0.0987195710797283
level_variability_controlled,49,0.07040962286738373
level_variability_controlled,50,0.08541748099731268
level_variability_controlled,51,0.06863568223834962
level_variability_controlled,52,0.10030817456867105
level_variability_controlled,53,0.07174830001873472
level_variability_controlled,54,0.06752251025725968
level_variability_controlled,55,0.09297012838100242
level_variability_controlled,56,0.14361084086402462
level_variability_controlled,57,0.10214951926357071
level_variability_controlled,58,0.08214153288554021
level_variability_controlled,59,0.11950855557682356
level_variability_controlled,60,0.069687126418776
level_variability_controlled,61,0.06927010489560402
level_variability_controlled,62,0.0616577524272214
level_variability_controlled,63,0.10069697136185356
level_variability_controlled,64,0.06903486245227418
level_variability_controlled,65,0.07519825601596841
level_variability_controlled,66,0.07269172723756484
level_variability_controlled,67,0.08742204479303184
level_variability_controlled,68,0.0810997864492588
level_variability_controlled,69,0.1067767215062606
level_variability_controlled,70,0.0992451423950097
level_variability_controlled,71,0.09122444590225794
level_variability_controlled,72,0.06626915450516577
level_variability_controlled,73,0.08346458060041677
level_variability_controlled,74,0.1685819709757483
level_variability_controlled,75,0.12473110063868255
level_variability_controlled,76,0.09826129472266504
level_variability_controlled,77,0.08788930529161387
level_variability_controlled,78,0.11458709492043544
level_variability_controlled,79,0.0959284850160621
level_variability_controlled,80,0.12865412198636547
level_variability_controlled,81,0.11177929879815812
level_variability_controlled,82,0.07268296562302869
level_variability_controlled,83,0.1334994729430612
level_variability_controlled,84,0.08375939902489743
level_variability_controlled,85,0.07200314619388133
level_variability_controlled,86,0.08930036533110539
level_variability_controlled,87,0.09320799231753114
level_variability_controlled,88,0.09204207183558416
level_variability_controlled,89,0.13654866409343824
level_variability_controlled,90,0.05204560074513325
level_variability_controlled,91,0.08004824566594067
level_variability_controlled,92,0.09840437411361472
level_variability_controlled,93,0.11629347031233314
level_variability_controlled,94,0.07475169278748044
level_variability_controlled,95,0.07762300478162604
level_variability_controlled,96,0.08153637745002808
level_variability_controlled,97,0.06578161437192137
level_variability_controlled,98,0.08755757913824364
level_variability_controlled,99,0.11646164107313547
level_variability_controlled,100,0.08971559622224812
level_variability_controlled,101,0.1189567365172514
level_variability_controlled,102,0.07526443324967258
level_variability_controlled,103,0.13022325191488957
level_variability_controlled,104,0.07988994654415639
level_variability_controlled,105,0.08048191515457169
level_variability_controlled,106,0.06524252374610387
level_variability_controlled,107,0.08885458630834335
level_variability_controlled,108,0.09183634972129581
level_variability_controlled,109,0.06651721522305785
level_variability_controlled,110,0.08414967272451987
level_variability_controlled,111,0.08270350076242762
level_variability_controlled,112,0.07707990797756128
level_variability_controlled,113,0.11091713554486489
level_variability_controlled,114,0.1279097240193105
level_variability_controlled,115,0.08520191102095714
level_variability_controlled,116,0.12927244826088258
level_variability_controlled,117,0.07626587214158888
level_variability_controlled,118,0.07041262981274064
level_variability_controlled,119,0.0712367247951767
level_variability_controlled,120,0.08309523054259914
level_variability_controlled,121,0.07722348352409562
level_variability_controlled,122,0.13119135599345097
level_variability_controlled,123,0.08998376328392445
level_variability_controlled,124,0.1079802004833224
level_variability_controlled,125,0.08864634149186673
level_variability_controlled,126,0.12095320347882696
level_variability_controlled,127,0.06195254784268057
level_variability_controlled,128,0.10981899538339662
level_variability_controlled,129,0.1153821514093302
level_variability_controlled,130,0.1189543588720343
level_variability_controlled,131,0.09201010169988455
level_variability_controlled,132,0.08813379342300562
level_variability_controlled,133,0.08429326648372039
level_variability_controlled,134,0.12626239851966678
level_variability_controlled,135,0.11189688773103233
level_variability_controlled,136,0.09919830488512864
level_variability_controlled,137,0.08233778168486186
level_variability_controlled,138,0.09044768230479462
level_variability_controlled,139,0.1131012209389211
level_variability_controlled,140,0.06085957355642399
level_variability_controlled,141,0.0807219781305058
level_variability_controlled,142,0.1004770525367229
level_variability_controlled,143,0.08490995469499871
level_variability_controlled,144,0.08230004853633803
level_variability_controlled,145,0.08825690528875772
level_variability_controlled,146,0.06089736795580404
level_variability_controlled,147,0.09769309512437137
level_variability_controlled,148,0.0988144287345299
level_variability_controlled,149,0.11373985665406357
level_variability_controlled,150,0.11949880167387045
level_variability_controlled,151,0.07684965657050445
level_variability_controlled,152,0.09237730445191844
level_variability_controlled,153,0.10630619282544992
level_variability_controlled,154,0.1542126117279471
level_variability_controlled,155,0.10930930478794267
level_variability_controlled,156,0.0977759606525672
level_variability_controlled,157,0.07063456386782634
level_variability_controlled,158,0.09922482643535431
level_variability_controlled,159,0.0805147908821338
level_variability_controlled,160,0.1718936684490031
level_variability_controlled,161,0.10356853803334551
level_variability_controlled,162,0.11425178640476465
level_variability_controlled,163,0.09303724289429931
level_variability_controlled,164,0.08421098187309344
level_variability_controlled,165,0.07624485400995959
level_variability_controlled,166,0.07701392358132422
level_variability_controlled,167,0.13088898233656637
level_variability_controlled,168,0.07160842972941674
level_variability_controlled,169,0.07890242362332701
level_variability_controlled,170,0.09080836175296457
level_variability_controlled,171,0.11020661740299814
level_variability_controlled,172,0.09800202525722304
level_variability_controlled,173,0.09561866578257008
level_variability_controlled,174,0.08217480141829492
level_variability_controlled,175,0.08282481536415372
level_variability_controlled,176,0.10111251707721781
level_variability_controlled,177,0.05717093951661351
level_variability_controlled,178,0.0938073081328604
level_variability_controlled,179,0.1341176876092316
level_variability_controlled,180,0.07828158712787846
level_variability_controlled,181,0.0777508971872376
level_variability_controlled,182,0.10634775406958717
level_variability_controlled,183,0.07845469047861064
level_variability_controlled,184,0.09196640653508069
level_variability_controlled,185,0.06990707288829665
level_variability_controlled,186,0.09263140598549398
level_variability_controlled,187,0.09134952325179377
level_variability_controlled,188,0.10210949771569916
level_variability_controlled,189,0.1251868417579262
level_variability_controlled,190,0.14680775908519078
level_variability_controlled,191,0.10105493585759384
level_variability_controlled,192,0.11055309516390063
level_variability_controlled,193,0.1002887886317633
level_variability_controlled,194,0.1197837314745912
level_variability_controlled,195,0.08055618756379887
level_variability_controlled,196,0.07577691755938996
level_variability_controlled,197,0.08194415845239929
level_variability_controlled,198,0.1533243578936809
level_variability_controlled,199,0.09685040809281399
level_variability_controlled,200,0.1014641449594079
level_variability_controlled,201,0.0878709322915112
level_variability_controlled,202,0.10336254421464708
level_variability_controlled,203,0.13513860925742763
level_variability_controlled,204,0.12336548221193055
level_variability_controlled,205,0.08001623612117607
level_variability_controlled,206,0.10907826303148233
level_variability_controlled,207,0.09344140160206903
level_variability_controlled,208,0.17385062256665632
level_variability_controlled,209,0.076888846649131
level_variability_controlled,210,0.12083598805594818
level_variability_controlled,211,0.058267377807700936
level_variability_controlled,212,0.08189749690523235
level_variability_controlled,213,0.12876015454859396
level_variability_controlled,214,0.12666407602718757
level_variability_controlled,215,0.09814803191111511
level_variability_controlled,216,0.14746546046454526
level_variability_controlled,217,0.0991261756026277
level_variability_controlled,218,0.08995611343184076
level_variability_controlled,219,0.08061605605074787
level_variability_controlled,220,0.08827802358602192
level_variability_controlled,221,0.12107634796894412
level_variability_controlled,222,0.08038042411977679
level_variability_controlled,223,0.07361154010658387
level_variability_controlled,224,0.11645851894641894
level_variability_controlled,225,0.09362921157559212
level_variability_controlled,226,0.10233006113655942
level_variability_controlled,227,0.08746472937695053
level_variability_controlled,228,0.09727741771634789
level_variability_controlled,229,0.12144397482784472
level_variability_controlled,230,0.14269891388658734
level_variability_controlled,231,0.048795093544062716
level_variability_controlled,232,0.11819308922983456
level_variability_controlled,233,0.10123134231850338
level_variability_controlled,234,0.13583174865852013
level_variability_controlled,235,0.08638139367492871
level_variability_controlled,236,0.11367499680763281
level_variability_controlled,237,0.11558187934927493
level_variability_controlled,238,0.08543710856556062
level_variability_controlled,239,0.06886487104782331
level_variability_controlled,240,0.08616793644743742
level_variability_controlled,241,0.13197651027162735
level_variability_controlled,242,0.1091831253950044
level_variability_controlled,243,0.10159805036869997
level_variability_controlled,244,0.08901314231860533
level_variability_controlled,245,0.129806840545014
level_variability_controlled,246,0.10927771755224953
level_variability_controlled,247,0.09834952560549029
level_variability_controlled,248,0.07650983404932103
level_variability_controlled,249,0.0907154534692829
level_variability_controlled,250,0.09206627754914486
level_variability_controlled,251,0.08211969246513631
level_variability_controlled,252,0.10470342252948832
level_variability_controlled,253,0.08445741311909666
level_variability_controlled,254,0.08054761469085851
level_variability_controlled,255,0.1318166257233764
level_variability_controlled,256,0.10158638622498137
level_variability_controlled,257,0.10266527636463223
level_variability_controlled,258,0.08100233053924784
level_variability_controlled,259,0.16082071864165648
level_variability_controlled,260,0.09995509341318073
level_variability_controlled,261,0.09482310809182094
level_variability_controlled,262,0.09816807000006275
level_variability_controlled,263,0.07028499858743846
level_variability_controlled,264,0.06536309952943833
level_variability_controlled,265,0.11134200512900919
level_variability_controlled,266,0.09297771180533894
level_variability_controlled,267,0.09007310355267754
level_variability_controlled,268,0.08984675166607083
level_variability_controlled,269,0.07736861056734522
level_variability_controlled,270,0.08073637464359777
level_variability_controlled,271,0.0833442213843957
level_variability_controlled,272,0.126178226303504
